58.1 | Stroke / Localization: Choice B: The oculomotor nerve innervates most extraocular muscles, the levator palpebrae superioris, and carries parasympathetic fibers for pupillary constriction and accommodatio	"Trap: localization
Difficulty: easy

Choice B: The oculomotor nerve innervates most extraocular muscles, the levator palpebrae superioris, and carries parasympathetic fibers for pupillary constriction and accommodation. Damage results in ptosis, ""down and out"" eye deviation, mydriasis, and loss of accommodation, but does not impair afferent input from the retina. An oculomotor
                                                                                                            palsy would result in visible ophthalmoplegia and anisocoria rather than visual loss and RAPD. This patient lacks findings of extraocular muscle weakness or ptosis, excluding oculomotor nerve damage.
                                                                                                            Choice C: The trochlear nerve innervates the superior oblique muscle, contributing to depression and intorsion of the adducted eye. Trochlear nerve lesions cause vertical diplopia, particularly when looking down and in, but do not affect vision, pupillary responses, or light reflex afference. Isolated trochlear nerve palsy would present with head tilt and
                                                                                   "	"neurology	stroke_localization"
59.1 | Stroke / Localization: A. Inferior oblique B. Inferior rectus C. Lateral rectus D. Medial rectus E. Superior oblique Wrong answer explanations: Choice A: Inferior oblique elevates the eye in the adducted	"Trap: localization
Difficulty: medium

A. Inferior oblique
                       B. Inferior rectus
                       C. Lateral rectus
                       D. Medial rectus
                       E. Superior oblique
                                                                                                            Wrong answer explanations:
                                                                                                            Choice A: Inferior oblique elevates the eye in the adducted position and is innervated by CN III. Dysfunction would impair upward gaze in adduction, not downward gaze.
                                                                                                            Choice B: Inferior rectus depresses the eye in the abducted position and is also innervated by CN III. It would not explain difficulty depressing the adducted eye.
                                                                                                            Choice C: Lateral rectus abducts the eye and is innervated by CN VI. A lesion would produce horizontal diplopia rather than vertical diplopia and would not affect downgaze.
                                                  "	"neurology	stroke_localization"
60.1 | Stroke / Localization: experimental group? Choice C: The dorsal motor nucleus of the vagus (DMV) provides parasympathetic output to various organs, including the heart, lungs, and GI tract. Lesions here 	"Trap: localization
Difficulty: medium

experimental group?                                                                        Choice C: The dorsal motor nucleus of the vagus (DMV) provides parasympathetic output to various organs, including the heart, lungs, and GI tract. Lesions here could impair vagal tone, leading to reduced secretions, bradycardia, or motility changes, but would not abolish vomiting in response to emetogenic compounds. In this experiment, the
                                                                                                          animals retained signs of cholinergic activity, implying the DMV was not involved in the lesion. Furthermore, the DMV lies ventral to the area postrema in the medulla, not on the dorsal surface, making it anatomically inconsistent with the described lesion. It also lacks the chemosensory role and fenestrated capillaries needed to detect bloodborne
                                                                                                          toxins.
                                                                                                          Choice D: The nucleus tractus solitarius receives visceral sensory input from cranial nerve"	"neurology	stroke_localization"
61.1 | Stroke / Localization: A. C8 B. L1 C. T4 D. T10 E. T12 Wrong answer explanations: Choice A: C8 innervates the medial forearm and the ring and little fingers. Sensory loss at this level would not involve 	"Trap: localization
Difficulty: hard

A. C8
                       B. L1
                       C. T4
                       D. T10
                       E. T12
                                                                                                          Wrong answer explanations:
                                                                                                          Choice A: C8 innervates the medial forearm and the ring and little fingers. Sensory loss at this level would not involve the chest or torso and would not explain this patient’s findings. C8 lesions typically affect upper extremity motor and sensory function, not thoracic dermatomes.
                                                                                                          Choice B: L1 corresponds to the inguinal region and lower abdomen. It is too caudal to explain nipple-level sensory loss and would not cause symptoms this high on the chest. Lesions at L1 may affect hip flexion or groin sensation but not thoracic-level deficits.
                                                                                                          Choice D: T10 corresponds to the umbilicus, making it far below the nipple lin"	"neurology	stroke_localization"
63.1 | Stroke / Localization: likely affected in this patient? Choice B: The internal capsule contains ascending and descending white matter tracts, including corticospinal and corticobulbar fibers. Lesions her	"Trap: localization
Difficulty: hard

likely affected in this patient?                                                             Choice B: The internal capsule contains ascending and descending white matter tracts, including corticospinal and corticobulbar fibers. Lesions here typically cause pure motor deficits, such as contralateral hemiparesis, often without sensory or cortical signs. Although it is commonly affected in lacunar infarcts, injury to the internal capsule causes
                                                                                                            weakness, not involuntary movement. This patient's strength is preserved, and his involuntary movements suggest a basal ganglia disorder, not a corticospinal tract lesion. The internal capsule may be near the subthalamic nucleus, but the clinical syndrome described here does not match a capsule infarct.
                                                                                                            Choice C: The putamen is part of the striatum, and lesions here are usually associated with chorea, dystonia, or bradykinesia, depending on the specific circuits affected. It plays a role in modulating motor output but is not typica"	"neurology	stroke_localization"
66.1 | Stroke / Localization: Choice C: The radial nerve innervates the extensor muscles of the forearm and wrist and is most commonly injured in midshaft humerus fractures. It presents with wrist drop, finger 	"Trap: localization
Difficulty: hard

Choice C: The radial nerve innervates the extensor muscles of the forearm and wrist and is most commonly injured in midshaft humerus fractures. It presents with wrist drop, finger extension weakness, and sensory loss over the dorsum of the hand. This patient has none of these findings—his hand strength is intact and there is no mention of dorsal
                                                                                                                             hand numbness. Furthermore, the primary motor deficit involves shoulder abduction, which is not controlled by the radial nerve. While label C accurately identifies the radial nerve, it is not implicated in this case.
                                                                                                                             Choice D: The median nerve controls thumb opposition, wrist flexion, and forearm pronation, with sensory distribution in the lateral palm and digits 1–3. It is not responsible for shoulder movement and has no cutaneous branches to the upper arm. This patient has no difficulty with hand function or sensation in the median nerve territory. There are
                                   "	"neurology	stroke_localization"
68.1 | Stroke / Localization: most likely responsible for transmitting the pain in this experiment? splanchnic nerve is visceral, poorly localized, and often accompanied by autonomic symptoms such as nausea or 	"Trap: localization
Difficulty: hard

most likely responsible for transmitting the pain in this experiment?                                         splanchnic nerve is visceral, poorly localized, and often accompanied by autonomic symptoms such as nausea or diaphoresis. In contrast, the experiment describes well-localized, mechanically-induced pain that is entirely abolished by an intercostal-space injection, with no loss of autonomic function. This makes it clear that the splanchnic nerves are not
                                                                                                                             involved.
                                                                                                                             Choice D: The phrenic nerve arises from the C3–C5 spinal roots and innervates the diaphragm, as well as parts of the mediastinal pleura and pericardium. Pain carried by the phrenic nerve is typically referred to the shoulder or neck and originates from central thoracic structures, not the lateral thoracic wall. The location of the stimulus in this
                                                                                                                            "	"neurology	stroke_localization"
70.1 | Stroke / Localization: Choice A: Cerebellar tremor, a type of intention tremor, is seen in cerebellar disease and worsens as the limb nears a target (e.g., during finger-to-nose testing), similar to esse	"Trap: localization
Difficulty: medium

Choice A: Cerebellar tremor, a type of intention tremor, is seen in cerebellar disease and worsens as the limb nears a target (e.g., during finger-to-nose testing), similar to essential tremors. However, cerebellar tremor is often accompanied by ataxia, dysmetria, dysdiadochokinesia, nystagmus, or dysarthria, which are not present in this case. It is typically
                                                                                                          low-frequency, high-amplitude, and may follow stroke, multiple sclerosis, or tumors. This patient has a high-frequency, symmetric action tremor with no cerebellar signs, making cerebellar tremor unlikely.
                                                                                                          Choice C: Functional (psychogenic) tremors are characterized by inconsistent frequency, variability with distraction, and may exhibit entrainment with voluntary rhythmic movement of another limb. They often have abrupt onset and may be linked to psychological distress or conversion disorder. There is no evidence of distractibility or incongruence on
                                                                    "	"neurology	stroke_localization"
71.1 | Stroke / Localization: A. Femoral nerve B. Inferior gluteal nerve C. Obturator nerve Trendelenburg gait. D. Sciatic nerve E. Superior gluteal nerve Wrong answer explanations: Choice A: The femoral nerve 	"Trap: localization
Difficulty: medium

A. Femoral nerve
                       B. Inferior gluteal nerve
                       C. Obturator nerve
                                                                                                             Trendelenburg gait.
                       D. Sciatic nerve
                       E. Superior gluteal nerve
                                                                                                             Wrong answer explanations:
                                                                                                             Choice A: The femoral nerve innervates the anterior thigh muscles, including the quadriceps, and is responsible for hip flexion and knee extension. Injury to this nerve causes difficulty climbing stairs or rising from a seated position, and may result in knee buckling or absent patellar reflex. However, it does not innervate any muscles involved in hip
                                                                                                             abduction or pelvic stabilization, and would not produce a Trendelenburg gait. This patient’s leg strength is preserved, and there is no mention of anterior thigh sy"	"neurology	stroke_localization"
72.1 | Neurodegenerative: Choice C: This leads to non-communicating hydrocephalus, often in the setting of Chiari malformations, and presents with headache, ataxia, and brainstem signs, not the NPH triad. C	"Trap: localization
Difficulty: medium

Choice C: This leads to non-communicating hydrocephalus, often in the setting of Chiari malformations, and presents with headache, ataxia, and brainstem signs, not the NPH triad.
                                                                                                             Choice D: This blocks CSF flow from the third to the fourth ventricle, causing non-communicating hydrocephalus, usually diagnosed in infancy or childhood, not in elderly adults.
                                                                                                             Choice E: This would cause low intracranial pressure, not hydrocephalus. In fact, decreased CSF production is rare and not a pathologic cause of ventriculomegaly.
                                                                                                             Choice F: This causes trapped lateral ventricle(s) and is a form of non-communicating hydrocephalus, often due to colloid cysts or tumors. It would not explain symmetric ventricular enlargement in an elderly patient.
                                                                                                             Choice G: This is rare and "	"neurology	neurodegenerative"
73.1 | Stroke / Localization: Choice A: Bacterial infection of the lumbar spine (vertebral osteomyelitis or discitis) typically presents with persistent back pain, fever, and elevated inflammatory markers in pa	"Trap: localization
Difficulty: medium

Choice A: Bacterial infection of the lumbar spine (vertebral osteomyelitis or discitis) typically presents with persistent back pain, fever, and elevated inflammatory markers in patients with risk factors like IV drug use or recent infections. It does not present acutely with dermatomal pain or isolated radiculopathy. Additionally, the absence of systemic
                                                                                                             signs and the abrupt onset triggered by lifting make infection less likely.
                                                                                                             Choice B: Compression fracture of L5 is typically due to trauma or osteoporosis and causes localized axial back pain, often without radicular symptoms. Neurologic deficits are less common unless there is retropulsion into the spinal canal. This patient lacks risk factors such as age, corticosteroid use, or cancer, and the exam findings suggest nerve root
                                                                                                             involvement, not bony collapse.
                                                  "	"neurology	stroke_localization"
74.1 | Stroke / Localization: A. Demyelination of the left medial longitudinal fasciculus B. Demyelination of the right medial longitudinal fasciculus C. Lesion of the left abducens nerve (CN VI) MLF syndrome i	"Trap: localization
Difficulty: hard

A. Demyelination of the left medial longitudinal fasciculus
                       B. Demyelination of the right medial longitudinal fasciculus
                       C. Lesion of the left abducens nerve (CN VI)
                                                                                                             MLF syndrome is pathognonomic for multiple sclerosis (MS) on USMLE. It will usually be a woman 20s-30s with these eye findings, or MS can present with optic neuritis, which is impaired color vision, impaired visual acuity, or even central scotomas (blind spots).
                       D. Lesion of the left oculomotor nerve (CN III)
                       E. Uncal herniation with compression of CN III
                                                                                                             Wrong answer explanations:
                                                                                                             Choice B: While this answer describes a plausible mechanism—MLF demyelination—it is incorrect due to lateralization. The patient’s left eye fails to adduct when she looks to the right, which indicates a left-sided MLF lesion. A le"	"neurology	stroke_localization"
